"REF_DATE","GEO","DGUID","Labour productivity and related measures","Industry","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2001","Canada","2016A000011124","Labour productivity","Information and cultural industries [BS51]","Chained (2017) dollars per hour","446","units","0","v111384309","1.7.198","74.4","","","","1"
"2002","Canada","2016A000011124","Labour productivity","Information and cultural industries [BS51]","Chained (2017) dollars per hour","446","units","0","v111384309","1.7.198","78.6","","","","1"
"2003","Canada","2016A000011124","Labour productivity","Information and cultural industries [BS51]","Chained (2017) dollars per hour","446","units","0","v111384309","1.7.198","80.4","","","","1"
"2004","Canada","2016A000011124","Labour productivity","Information and cultural industries [BS51]","Chained (2017) dollars per hour","446","units","0","v111384309","1.7.198","82.0","","","","1"
"2005","Canada","2016A000011124","Labour productivity","Information and cultural industries [BS51]","Chained (2017) dollars per hour","446","units","0","v111384309","1.7.198","87.6","","","","1"
"2006","Canada","2016A000011124","Labour productivity","Information and cultural industries [BS51]","Chained (2017) dollars per hour","446","units","0","v111384309","1.7.198","92.1","","","","1"
"2007","Canada","2016A000011124","Labour productivity","Information and cultural industries [BS51]","Chained (2017) dollars per hour","446","units","0","v111384309","1.7.198","89.0","","","","1"
"2008","Canada","2016A000011124","Labour productivity","Information and cultural industries [BS51]","Chained (2017) dollars per hour","446","units","0","v111384309","1.7.198","88.8","","","","1"
"2009","Canada","2016A000011124","Labour productivity","Information and cultural industries [BS51]","Chained (2017) dollars per hour","446","units","0","v111384309","1.7.198","89.5","","","","1"
"2010","Canada","2016A000011124","Labour productivity","Information and cultural industries [BS51]","Chained (2017) dollars per hour","446","units","0","v111384309","1.7.198","91.1","","","","1"
"2011","Canada","2016A000011124","Labour productivity","Information and cultural industries [BS51]","Chained (2017) dollars per hour","446","units","0","v111384309","1.7.198","91.0","","","","1"
"2012","Canada","2016A000011124","Labour productivity","Information and cultural industries [BS51]","Chained (2017) dollars per hour","446","units","0","v111384309","1.7.198","90.5","","","","1"
"2013","Canada","2016A000011124","Labour productivity","Information and cultural industries [BS51]","Chained (2017) dollars per hour","446","units","0","v111384309","1.7.198","93.5","","","","1"
"2014","Canada","2016A000011124","Labour productivity","Information and cultural industries [BS51]","Chained (2017) dollars per hour","446","units","0","v111384309","1.7.198","98.2","","","","1"
"2015","Canada","2016A000011124","Labour productivity","Information and cultural industries [BS51]","Chained (2017) dollars per hour","446","units","0","v111384309","1.7.198","97.5","","","","1"
"2016","Canada","2016A000011124","Labour productivity","Information and cultural industries [BS51]","Chained (2017) dollars per hour","446","units","0","v111384309","1.7.198","95.7","","","","1"
"2017","Canada","2016A000011124","Labour productivity","Information and cultural industries [BS51]","Chained (2017) dollars per hour","446","units","0","v111384309","1.7.198","96.5","","","","1"
"2018","Canada","2016A000011124","Labour productivity","Information and cultural industries [BS51]","Chained (2017) dollars per hour","446","units","0","v111384309","1.7.198","97.6","","","","1"
"2019","Canada","2016A000011124","Labour productivity","Information and cultural industries [BS51]","Chained (2017) dollars per hour","446","units","0","v111384309","1.7.198","100.5","","","","1"
"2020","Canada","2016A000011124","Labour productivity","Information and cultural industries [BS51]","Chained (2017) dollars per hour","446","units","0","v111384309","1.7.198","109.8","","","","1"
"2021","Canada","2016A000011124","Labour productivity","Information and cultural industries [BS51]","Chained (2017) dollars per hour","446","units","0","v111384309","1.7.198","103.3","","","","1"
"2022","Canada","2016A000011124","Labour productivity","Information and cultural industries [BS51]","Chained (2017) dollars per hour","446","units","0","v111384309","1.7.198","105.6","","","","1"
"2023","Canada","2016A000011124","Labour productivity","Information and cultural industries [BS51]","Chained (2017) dollars per hour","446","units","0","v111384309","1.7.198","102.0","","","","1"
"1997","Canada","2016A000011124","Labour productivity","Publishing industries (except internet) [BS511]","Chained (2017) dollars per hour","446","units","0","v111384310","1.7.199","50.5","","","","1"
"1998","Canada","2016A000011124","Labour productivity","Publishing industries (except internet) [BS511]","Chained (2017) dollars per hour","446","units","0","v111384310","1.7.199","52.9","","","","1"
"1999","Canada","2016A000011124","Labour productivity","Publishing industries (except internet) [BS511]","Chained (2017) dollars per hour","446","units","0","v111384310","1.7.199","51.1","","","","1"
"2000","Canada","2016A000011124","Labour productivity","Publishing industries (except internet) [BS511]","Chained (2017) dollars per hour","446","units","0","v111384310","1.7.199","54.2","","","","1"
"2001","Canada","2016A000011124","Labour productivity","Publishing industries (except internet) [BS511]","Chained (2017) dollars per hour","446","units","0","v111384310","1.7.199","54.4","","","","1"
"2002","Canada","2016A000011124","Labour productivity","Publishing industries (except internet) [BS511]","Chained (2017) dollars per hour","446","units","0","v111384310","1.7.199","58.8","","","","1"
"2003","Canada","2016A000011124","Labour productivity","Publishing industries (except internet) [BS511]","Chained (2017) dollars per hour","446","units","0","v111384310","1.7.199","57.0","","","","1"
"2004","Canada","2016A000011124","Labour productivity","Publishing industries (except internet) [BS511]","Chained (2017) dollars per hour","446","units","0","v111384310","1.7.199","56.5","","","","1"
"2005","Canada","2016A000011124","Labour productivity","Publishing industries (except internet) [BS511]","Chained (2017) dollars per hour","446","units","0","v111384310","1.7.199","59.8","","","","1"
"2006","Canada","2016A000011124","Labour productivity","Publishing industries (except internet) [BS511]","Chained (2017) dollars per hour","446","units","0","v111384310","1.7.199","62.9","","","","1"
"2007","Canada","2016A000011124","Labour productivity","Publishing industries (except internet) [BS511]","Chained (2017) dollars per hour","446","units","0","v111384310","1.7.199","63.1","","","","1"
"2008","Canada","2016A000011124","Labour productivity","Publishing industries (except internet) [BS511]","Chained (2017) dollars per hour","446","units","0","v111384310","1.7.199","63.7","","","","1"
"2009","Canada","2016A000011124","Labour productivity","Publishing industries (except internet) [BS511]","Chained (2017) dollars per hour","446","units","0","v111384310","1.7.199","62.4","","","","1"
"2010","Canada","2016A000011124","Labour productivity","Publishing industries (except internet) [BS511]","Chained (2017) dollars per hour","446","units","0","v111384310","1.7.199","61.3","","","","1"
"2011","Canada","2016A000011124","Labour productivity","Publishing industries (except internet) [BS511]","Chained (2017) dollars per hour","446","units","0","v111384310","1.7.199","60.6","","","","1"
"2012","Canada","2016A000011124","Labour productivity","Publishing industries (except internet) [BS511]","Chained (2017) dollars per hour","446","units","0","v111384310","1.7.199","61.6","","","","1"
"2013","Canada","2016A000011124","Labour productivity","Publishing industries (except internet) [BS511]","Chained (2017) dollars per hour","446","units","0","v111384310","1.7.199","64.2","","","","1"
"2014","Canada","2016A000011124","Labour productivity","Publishing industries (except internet) [BS511]","Chained (2017) dollars per hour","446","units","0","v111384310","1.7.199","66.4","","","","1"
"2015","Canada","2016A000011124","Labour productivity","Publishing industries (except internet) [BS511]","Chained (2017) dollars per hour","446","units","0","v111384310","1.7.199","66.1","","","","1"
"2016","Canada","2016A000011124","Labour productivity","Publishing industries (except internet) [BS511]","Chained (2017) dollars per hour","446","units","0","v111384310","1.7.199","65.4","","","","1"
"2017","Canada","2016A000011124","Labour productivity","Publishing industries (except internet) [BS511]","Chained (2017) dollars per hour","446","units","0","v111384310","1.7.199","72.1","","","","1"
"2018","Canada","2016A000011124","Labour productivity","Publishing industries (except internet) [BS511]","Chained (2017) dollars per hour","446","units","0","v111384310","1.7.199","72.7","","","","1"
"2019","Canada","2016A000011124","Labour productivity","Publishing industries (except internet) [BS511]","Chained (2017) dollars per hour","446","units","0","v111384310","1.7.199","76.7","","","","1"
"2020","Canada","2016A000011124","Labour productivity","Publishing industries (except internet) [BS511]","Chained (2017) dollars per hour","446","units","0","v111384310","1.7.199","78.8","","","","1"
"2021","Canada","2016A000011124","Labour productivity","Publishing industries (except internet) [BS511]","Chained (2017) dollars per hour","446","units","0","v111384310","1.7.199","79.4","","","","1"
"2022","Canada","2016A000011124","Labour productivity","Publishing industries (except internet) [BS511]","Chained (2017) dollars per hour","446","units","0","v111384310","1.7.199","84.5","","","","1"
"2023","Canada","2016A000011124","Labour productivity","Publishing industries (except internet) [BS511]","Chained (2017) dollars per hour","446","units","0","v111384310","1.7.199","79.5","","","","1"
"1997","Canada","2016A000011124","Labour productivity","Newspaper publishers [BS51111]","Chained (2017) dollars per hour","446","units","0","v111384311","1.7.200","49.4","","","","1"
"1998","Canada","2016A000011124","Labour productivity","Newspaper publishers [BS51111]","Chained (2017) dollars per hour","446","units","0","v111384311","1.7.200","49.3","","","","1"
"1999","Canada","2016A000011124","Labour productivity","Newspaper publishers [BS51111]","Chained (2017) dollars per hour","446","units","0","v111384311","1.7.200","45.6","","","","1"
"2000","Canada","2016A000011124","Labour productivity","Newspaper publishers [BS51111]","Chained (2017) dollars per hour","446","units","0","v111384311","1.7.200","48.0","","","","1"
"2001","Canada","2016A000011124","Labour productivity","Newspaper publishers [BS51111]","Chained (2017) dollars per hour","446","units","0","v111384311","1.7.200","48.1","","","","1"
"2002","Canada","2016A000011124","Labour productivity","Newspaper publishers [BS51111]","Chained (2017) dollars per hour","446","units","0","v111384311","1.7.200","50.8","","","","1"
"2003","Canada","2016A000011124","Labour productivity","Newspaper publishers [BS51111]","Chained (2017) dollars per hour","446","units","0","v111384311","1.7.200","47.1","","","","1"
"2004","Canada","2016A000011124","Labour productivity","Newspaper publishers [BS51111]","Chained (2017) dollars per hour","446","units","0","v111384311","1.7.200","44.5","","","","1"
"2005","Canada","2016A000011124","Labour productivity","Newspaper publishers [BS51111]","Chained (2017) dollars per hour","446","units","0","v111384311","1.7.200","47.9","","","","1"
"2006","Canada","2016A000011124","Labour productivity","Newspaper publishers [BS51111]","Chained (2017) dollars per hour","446","units","0","v111384311","1.7.200","49.3","","","","1"
"2007","Canada","2016A000011124","Labour productivity","Newspaper publishers [BS51111]","Chained (2017) dollars per hour","446","units","0","v111384311","1.7.200","49.9","","","","1"
"2008","Canada","2016A000011124","Labour productivity","Newspaper publishers [BS51111]","Chained (2017) dollars per hour","446","units","0","v111384311","1.7.200","49.9","","","","1"
"2009","Canada","2016A000011124","Labour productivity","Newspaper publishers [BS51111]","Chained (2017) dollars per hour","446","units","0","v111384311","1.7.200","52.9","","","","1"
"2010","Canada","2016A000011124","Labour productivity","Newspaper publishers [BS51111]","Chained (2017) dollars per hour","446","units","0","v111384311","1.7.200","53.3","","","","1"
"2011","Canada","2016A000011124","Labour productivity","Newspaper publishers [BS51111]","Chained (2017) dollars per hour","446","units","0","v111384311","1.7.200","53.1","","","","1"
"2012","Canada","2016A000011124","Labour productivity","Newspaper publishers [BS51111]","Chained (2017) dollars per hour","446","units","0","v111384311","1.7.200","56.4","","","","1"
"2013","Canada","2016A000011124","Labour productivity","Newspaper publishers [BS51111]","Chained (2017) dollars per hour","446","units","0","v111384311","1.7.200","52.7","","","","1"
"2014","Canada","2016A000011124","Labour productivity","Newspaper publishers [BS51111]","Chained (2017) dollars per hour","446","units","0","v111384311","1.7.200","57.5","","","","1"
"2015","Canada","2016A000011124","Labour productivity","Newspaper publishers [BS51111]","Chained (2017) dollars per hour","446","units","0","v111384311","1.7.200","52.3","","","","1"
"2016","Canada","2016A000011124","Labour productivity","Newspaper publishers [BS51111]","Chained (2017) dollars per hour","446","units","0","v111384311","1.7.200","48.7","","","","1"
"2017","Canada","2016A000011124","Labour productivity","Newspaper publishers [BS51111]","Chained (2017) dollars per hour","446","units","0","v111384311","1.7.200","47.5","","","","1"
"2018","Canada","2016A000011124","Labour productivity","Newspaper publishers [BS51111]","Chained (2017) dollars per hour","446","units","0","v111384311","1.7.200","43.6","","","","1"
"2019","Canada","2016A000011124","Labour productivity","Newspaper publishers [BS51111]","Chained (2017) dollars per hour","446","units","0","v111384311","1.7.200","41.7","","","","1"
"2020","Canada","2016A000011124","Labour productivity","Newspaper publishers [BS51111]","Chained (2017) dollars per hour","446","units","0","v111384311","1.7.200","46.8","","","","1"
"2021","Canada","2016A000011124","Labour productivity","Newspaper publishers [BS51111]","Chained (2017) dollars per hour","446","units","0","v111384311","1.7.200","41.9","","","","1"
"2022","Canada","2016A000011124","Labour productivity","Newspaper publishers [BS51111]","Chained (2017) dollars per hour","446","units","0","v111384311","1.7.200","43.1","","","","1"
"2023","Canada","2016A000011124","Labour productivity","Newspaper publishers [BS51111]","Chained (2017) dollars per hour","446","units","0","v111384311","1.7.200","41.8","","","","1"
"1997","Canada","2016A000011124","Labour productivity","Periodical, book and directory publishers [BS5111A]","Chained (2017) dollars per hour","446","units","0","v111384312","1.7.201","62.6","","","","1"
"1998","Canada","2016A000011124","Labour productivity","Periodical, book and directory publishers [BS5111A]","Chained (2017) dollars per hour","446","units","0","v111384312","1.7.201","61.8","","","","1"
"1999","Canada","2016A000011124","Labour productivity","Periodical, book and directory publishers [BS5111A]","Chained (2017) dollars per hour","446","units","0","v111384312","1.7.201","56.9","","","","1"
"2000","Canada","2016A000011124","Labour productivity","Periodical, book and directory publishers [BS5111A]","Chained (2017) dollars per hour","446","units","0","v111384312","1.7.201","61.4","","","","1"
"2001","Canada","2016A000011124","Labour productivity","Periodical, book and directory publishers [BS5111A]","Chained (2017) dollars per hour","446","units","0","v111384312","1.7.201","59.7","","","","1"
"2002","Canada","2016A000011124","Labour productivity","Periodical, book and directory publishers [BS5111A]","Chained (2017) dollars per hour","446","units","0","v111384312","1.7.201","66.2","","","","1"
"2003","Canada","2016A000011124","Labour productivity","Periodical, book and directory publishers [BS5111A]","Chained (2017) dollars per hour","446","units","0","v111384312","1.7.201","60.6","","","","1"
"2004","Canada","2016A000011124","Labour productivity","Periodical, book and directory publishers [BS5111A]","Chained (2017) dollars per hour","446","units","0","v111384312","1.7.201","58.1","","","","1"
"2005","Canada","2016A000011124","Labour productivity","Periodical, book and directory publishers [BS5111A]","Chained (2017) dollars per hour","446","units","0","v111384312","1.7.201","62.0","","","","1"
"2006","Canada","2016A000011124","Labour productivity","Periodical, book and directory publishers [BS5111A]","Chained (2017) dollars per hour","446","units","0","v111384312","1.7.201","63.3","","","","1"
"2007","Canada","2016A000011124","Labour productivity","Periodical, book and directory publishers [BS5111A]","Chained (2017) dollars per hour","446","units","0","v111384312","1.7.201","63.0","","","","1"
"2008","Canada","2016A000011124","Labour productivity","Periodical, book and directory publishers [BS5111A]","Chained (2017) dollars per hour","446","units","0","v111384312","1.7.201","64.2","","","","1"
"2009","Canada","2016A000011124","Labour productivity","Periodical, book and directory publishers [BS5111A]","Chained (2017) dollars per hour","446","units","0","v111384312","1.7.201","61.1","","","","1"
"2010","Canada","2016A000011124","Labour productivity","Periodical, book and directory publishers [BS5111A]","Chained (2017) dollars per hour","446","units","0","v111384312","1.7.201","60.3","","","","1"
"2011","Canada","2016A000011124","Labour productivity","Periodical, book and directory publishers [BS5111A]","Chained (2017) dollars per hour","446","units","0","v111384312","1.7.201","64.1","","","","1"
"2012","Canada","2016A000011124","Labour productivity","Periodical, book and directory publishers [BS5111A]","Chained (2017) dollars per hour","446","units","0","v111384312","1.7.201","65.8","","","","1"
"2013","Canada","2016A000011124","Labour productivity","Periodical, book and directory publishers [BS5111A]","Chained (2017) dollars per hour","446","units","0","v111384312","1.7.201","58.9","","","","1"
"2014","Canada","2016A000011124","Labour productivity","Periodical, book and directory publishers [BS5111A]","Chained (2017) dollars per hour","446","units","0","v111384312","1.7.201","59.3","","","","1"
"2015","Canada","2016A000011124","Labour productivity","Periodical, book and directory publishers [BS5111A]","Chained (2017) dollars per hour","446","units","0","v111384312","1.7.201","57.3","","","","1"
"2016","Canada","2016A000011124","Labour productivity","Periodical, book and directory publishers [BS5111A]","Chained (2017) dollars per hour","446","units","0","v111384312","1.7.201","54.7","","","","1"
"2017","Canada","2016A000011124","Labour productivity","Periodical, book and directory publishers [BS5111A]","Chained (2017) dollars per hour","446","units","0","v111384312","1.7.201","63.9","","","","1"
"2018","Canada","2016A000011124","Labour productivity","Periodical, book and directory publishers [BS5111A]","Chained (2017) dollars per hour","446","units","0","v111384312","1.7.201","65.6","","","","1"
"2019","Canada","2016A000011124","Labour productivity","Periodical, book and directory publishers [BS5111A]","Chained (2017) dollars per hour","446","units","0","v111384312","1.7.201","59.6","","","","1"
"2020","Canada","2016A000011124","Labour productivity","Periodical, book and directory publishers [BS5111A]","Chained (2017) dollars per hour","446","units","0","v111384312","1.7.201","66.0","","","","1"
"2021","Canada","2016A000011124","Labour productivity","Periodical, book and directory publishers [BS5111A]","Chained (2017) dollars per hour","446","units","0","v111384312","1.7.201","64.5","","","","1"
"2022","Canada","2016A000011124","Labour productivity","Periodical, book and directory publishers [BS5111A]","Chained (2017) dollars per hour","446","units","0","v111384312","1.7.201","63.4","","","","1"
"2023","Canada","2016A000011124","Labour productivity","Periodical, book and directory publishers [BS5111A]","Chained (2017) dollars per hour","446","units","0","v111384312","1.7.201","60.4","","","","1"
"1997","Canada","2016A000011124","Labour productivity","Software publishers [BS5112]","Chained (2017) dollars per hour","446","units","0","v111384313","1.7.202","54.6","","","","1"
"1998","Canada","2016A000011124","Labour productivity","Software publishers [BS5112]","Chained (2017) dollars per hour","446","units","0","v111384313","1.7.202","58.4","","","","1"
"1999","Canada","2016A000011124","Labour productivity","Software publishers [BS5112]","Chained (2017) dollars per hour","446","units","0","v111384313","1.7.202","57.0","","","","1"
"2000","Canada","2016A000011124","Labour productivity","Software publishers [BS5112]","Chained (2017) dollars per hour","446","units","0","v111384313","1.7.202","58.8","","","","1"
"2001","Canada","2016A000011124","Labour productivity","Software publishers [BS5112]","Chained (2017) dollars per hour","446","units","0","v111384313","1.7.202","59.0","","","","1"
"2002","Canada","2016A000011124","Labour productivity","Software publishers [BS5112]","Chained (2017) dollars per hour","446","units","0","v111384313","1.7.202","64.7","","","","1"
"2003","Canada","2016A000011124","Labour productivity","Software publishers [BS5112]","Chained (2017) dollars per hour","446","units","0","v111384313","1.7.202","67.9","","","","1"
"2004","Canada","2016A000011124","Labour productivity","Software publishers [BS5112]","Chained (2017) dollars per hour","446","units","0","v111384313","1.7.202","73.1","","","","1"
"2005","Canada","2016A000011124","Labour productivity","Software publishers [BS5112]","Chained (2017) dollars per hour","446","units","0","v111384313","1.7.202","72.3","","","","1"
"2006","Canada","2016A000011124","Labour productivity","Software publishers [BS5112]","Chained (2017) dollars per hour","446","units","0","v111384313","1.7.202","76.4","","","","1"
"2007","Canada","2016A000011124","Labour productivity","Software publishers [BS5112]","Chained (2017) dollars per hour","446","units","0","v111384313","1.7.202","77.1","","","","1"
"2008","Canada","2016A000011124","Labour productivity","Software publishers [BS5112]","Chained (2017) dollars per hour","446","units","0","v111384313","1.7.202","78.4","","","","1"
"2009","Canada","2016A000011124","Labour productivity","Software publishers [BS5112]","Chained (2017) dollars per hour","446","units","0","v111384313","1.7.202","76.3","","","","1"
"2010","Canada","2016A000011124","Labour productivity","Software publishers [BS5112]","Chained (2017) dollars per hour","446","units","0","v111384313","1.7.202","70.8","","","","1"
"2011","Canada","2016A000011124","Labour productivity","Software publishers [BS5112]","Chained (2017) dollars per hour","446","units","0","v111384313","1.7.202","64.5","","","","1"
"2012","Canada","2016A000011124","Labour productivity","Software publishers [BS5112]","Chained (2017) dollars per hour","446","units","0","v111384313","1.7.202","63.3","","","","1"
"2013","Canada","2016A000011124","Labour productivity","Software publishers [BS5112]","Chained (2017) dollars per hour","446","units","0","v111384313","1.7.202","75.4","","","","1"
"2014","Canada","2016A000011124","Labour productivity","Software publishers [BS5112]","Chained (2017) dollars per hour","446","units","0","v111384313","1.7.202","74.2","","","","1"
"2015","Canada","2016A000011124","Labour productivity","Software publishers [BS5112]","Chained (2017) dollars per hour","446","units","0","v111384313","1.7.202","76.6","","","","1"
"2016","Canada","2016A000011124","Labour productivity","Software publishers [BS5112]","Chained (2017) dollars per hour","446","units","0","v111384313","1.7.202","77.2","","","","1"
"2017","Canada","2016A000011124","Labour productivity","Software publishers [BS5112]","Chained (2017) dollars per hour","446","units","0","v111384313","1.7.202","85.5","","","","1"
"2018","Canada","2016A000011124","Labour productivity","Software publishers [BS5112]","Chained (2017) dollars per hour","446","units","0","v111384313","1.7.202","84.0","","","","1"
"2019","Canada","2016A000011124","Labour productivity","Software publishers [BS5112]","Chained (2017) dollars per hour","446","units","0","v111384313","1.7.202","91.7","","","","1"
"2020","Canada","2016A000011124","Labour productivity","Software publishers [BS5112]","Chained (2017) dollars per hour","446","units","0","v111384313","1.7.202","86.8","","","","1"
"2021","Canada","2016A000011124","Labour productivity","Software publishers [BS5112]","Chained (2017) dollars per hour","446","units","0","v111384313","1.7.202","89.1","","","","1"
"2022","Canada","2016A000011124","Labour productivity","Software publishers [BS5112]","Chained (2017) dollars per hour","446","units","0","v111384313","1.7.202","95.7","","","","1"
"2023","Canada","2016A000011124","Labour productivity","Software publishers [BS5112]","Chained (2017) dollars per hour","446","units","0","v111384313","1.7.202","88.7","","","","1"
"1997","Canada","2016A000011124","Labour productivity","Motion picture and sound recording industries [BS512]","Chained (2017) dollars per hour","446","units","0","v111384314","1.7.203","47.4","","","","1"
"1998","Canada","2016A000011124","Labour productivity","Motion picture and sound recording industries [BS512]","Chained (2017) dollars per hour","446","units","0","v111384314","1.7.203","48.7","","","","1"
"1999","Canada","2016A000011124","Labour productivity","Motion picture and sound recording industries [BS512]","Chained (2017) dollars per hour","446","units","0","v111384314","1.7.203","45.7","","","","1"
"2000","Canada","2016A000011124","Labour productivity","Motion picture and sound recording industries [BS512]","Chained (2017) dollars per hour","446","units","0","v111384314","1.7.203","50.6","","","","1"
"2001","Canada","2016A000011124","Labour productivity","Motion picture and sound recording industries [BS512]","Chained (2017) dollars per hour","446","units","0","v111384314","1.7.203","48.8","","","","1"
"2002","Canada","2016A000011124","Labour productivity","Motion picture and sound recording industries [BS512]","Chained (2017) dollars per hour","446","units","0","v111384314","1.7.203","52.9","","","","1"
"2003","Canada","2016A000011124","Labour productivity","Motion picture and sound recording industries [BS512]","Chained (2017) dollars per hour","446","units","0","v111384314","1.7.203","47.8","","","","1"
"2004","Canada","2016A000011124","Labour productivity","Motion picture and sound recording industries [BS512]","Chained (2017) dollars per hour","446","units","0","v111384314","1.7.203","49.1","","","","1"
"2005","Canada","2016A000011124","Labour productivity","Motion picture and sound recording industries [BS512]","Chained (2017) dollars per hour","446","units","0","v111384314","1.7.203","54.0","","","","1"
"2006","Canada","2016A000011124","Labour productivity","Motion picture and sound recording industries [BS512]","Chained (2017) dollars per hour","446","units","0","v111384314","1.7.203","53.7","","","","1"
"2007","Canada","2016A000011124","Labour productivity","Motion picture and sound recording industries [BS512]","Chained (2017) dollars per hour","446","units","0","v111384314","1.7.203","50.6","","","","1"
"2008","Canada","2016A000011124","Labour productivity","Motion picture and sound recording industries [BS512]","Chained (2017) dollars per hour","446","units","0","v111384314","1.7.203","49.6","","","","1"
"2009","Canada","2016A000011124","Labour productivity","Motion picture and sound recording industries [BS512]","Chained (2017) dollars per hour","446","units","0","v111384314","1.7.203","44.6","","","","1"
"2010","Canada","2016A000011124","Labour productivity","Motion picture and sound recording industries [BS512]","Chained (2017) dollars per hour","446","units","0","v111384314","1.7.203","44.8","","","","1"
"2011","Canada","2016A000011124","Labour productivity","Motion picture and sound recording industries [BS512]","Chained (2017) dollars per hour","446","units","0","v111384314","1.7.203","44.1","","","","1"
"2012","Canada","2016A000011124","Labour productivity","Motion picture and sound recording industries [BS512]","Chained (2017) dollars per hour","446","units","0","v111384314","1.7.203","40.8","","","","1"
"2013","Canada","2016A000011124","Labour productivity","Motion picture and sound recording industries [BS512]","Chained (2017) dollars per hour","446","units","0","v111384314","1.7.203","42.7","","","","1"
"2014","Canada","2016A000011124","Labour productivity","Motion picture and sound recording industries [BS512]","Chained (2017) dollars per hour","446","units","0","v111384314","1.7.203","47.5","","","","1"
"2015","Canada","2016A000011124","Labour productivity","Motion picture and sound recording industries [BS512]","Chained (2017) dollars per hour","446","units","0","v111384314","1.7.203","34.5","","","","1"
"2016","Canada","2016A000011124","Labour productivity","Motion picture and sound recording industries [BS512]","Chained (2017) dollars per hour","446","units","0","v111384314","1.7.203","32.2","","","","1"
"2017","Canada","2016A000011124","Labour productivity","Motion picture and sound recording industries [BS512]","Chained (2017) dollars per hour","446","units","0","v111384314","1.7.203","32.9","","","","1"
"2018","Canada","2016A000011124","Labour productivity","Motion picture and sound recording industries [BS512]","Chained (2017) dollars per hour","446","units","0","v111384314","1.7.203","31.9","","","","1"
"2019","Canada","2016A000011124","Labour productivity","Motion picture and sound recording industries [BS512]","Chained (2017) dollars per hour","446","units","0","v111384314","1.7.203","31.6","","","","1"
"2020","Canada","2016A000011124","Labour productivity","Motion picture and sound recording industries [BS512]","Chained (2017) dollars per hour","446","units","0","v111384314","1.7.203","34.6","","","","1"
"2021","Canada","2016A000011124","Labour productivity","Motion picture and sound recording industries [BS512]","Chained (2017) dollars per hour","446","units","0","v111384314","1.7.203","32.4","","","","1"
"2022","Canada","2016A000011124","Labour productivity","Motion picture and sound recording industries [BS512]","Chained (2017) dollars per hour","446","units","0","v111384314","1.7.203","31.9","","","","1"
"2023","Canada","2016A000011124","Labour productivity","Motion picture and sound recording industries [BS512]","Chained (2017) dollars per hour","446","units","0","v111384314","1.7.203","31.4","","","","1"
"1997","Canada","2016A000011124","Labour productivity","Motion picture and video exhibition [BS51213]","Chained (2017) dollars per hour","446","units","0","v111384315","1.7.204","28.9","","","","1"
"1998","Canada","2016A000011124","Labour productivity","Motion picture and video exhibition [BS51213]","Chained (2017) dollars per hour","446","units","0","v111384315","1.7.204","27.9","","","","1"
"1999","Canada","2016A000011124","Labour productivity","Motion picture and video exhibition [BS51213]","Chained (2017) dollars per hour","446","units","0","v111384315","1.7.204","23.6","","","","1"
"2000","Canada","2016A000011124","Labour productivity","Motion picture and video exhibition [BS51213]","Chained (2017) dollars per hour","446","units","0","v111384315","1.7.204","27.7","","","","1"
"2001","Canada","2016A000011124","Labour productivity","Motion picture and video exhibition [BS51213]","Chained (2017) dollars per hour","446","units","0","v111384315","1.7.204","29.8","","","","1"
"2002","Canada","2016A000011124","Labour productivity","Motion picture and video exhibition [BS51213]","Chained (2017) dollars per hour","446","units","0","v111384315","1.7.204","32.4","","","","1"
"2003","Canada","2016A000011124","Labour productivity","Motion picture and video exhibition [BS51213]","Chained (2017) dollars per hour","446","units","0","v111384315","1.7.204","31.8","","","","1"
"2004","Canada","2016A000011124","Labour productivity","Motion picture and video exhibition [BS51213]","Chained (2017) dollars per hour","446","units","0","v111384315","1.7.204","32.9","","","","1"
"2005","Canada","2016A000011124","Labour productivity","Motion picture and video exhibition [BS51213]","Chained (2017) dollars per hour","446","units","0","v111384315","1.7.204","37.6","","","","1"
"2006","Canada","2016A000011124","Labour productivity","Motion picture and video exhibition [BS51213]","Chained (2017) dollars per hour","446","units","0","v111384315","1.7.204","35.4","","","","1"
"2007","Canada","2016A000011124","Labour productivity","Motion picture and video exhibition [BS51213]","Chained (2017) dollars per hour","446","units","0","v111384315","1.7.204","30.8","","","","1"
"2008","Canada","2016A000011124","Labour productivity","Motion picture and video exhibition [BS51213]","Chained (2017) dollars per hour","446","units","0","v111384315","1.7.204","29.1","","","","1"
"2009","Canada","2016A000011124","Labour productivity","Motion picture and video exhibition [BS51213]","Chained (2017) dollars per hour","446","units","0","v111384315","1.7.204","25.3","","","","1"
"2010","Canada","2016A000011124","Labour productivity","Motion picture and video exhibition [BS51213]","Chained (2017) dollars per hour","446","units","0","v111384315","1.7.204","32.0","","","","1"
"2011","Canada","2016A000011124","Labour productivity","Motion picture and video exhibition [BS51213]","Chained (2017) dollars per hour","446","units","0","v111384315","1.7.204","28.3","","","","1"
"2012","Canada","2016A000011124","Labour productivity","Motion picture and video exhibition [BS51213]","Chained (2017) dollars per hour","446","units","0","v111384315","1.7.204","30.0","","","","1"
"2013","Canada","2016A000011124","Labour productivity","Motion picture and video exhibition [BS51213]","Chained (2017) dollars per hour","446","units","0","v111384315","1.7.204","33.1","","","","1"
